"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-09-15 ~ 2026-09-14"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"73787","서울특별시 영등포구 영등포동8가","48-2","0048","0002","더로드2","월세","15.9600","202512","03","10,000","14","4","2017","영중로38길 6","202601~202801","신규","-","",""
"73788","서울특별시 관악구 신림동","1639-38","1639","0038","힐스토리","월세","18.0000","202512","03","11,000","3","3","2012","남부순환로 1594-8","202512~202607","신규","-","",""
"73789","서울특별시 송파구 삼전동","181-4","0181","0004","집앤사 하우립","전세","18.1700","202512","03","26,000","0","5","2020","삼학사로 39","202601~202801","신규","-","",""
"73790","서울특별시 영등포구 양평동4가","23-7","0023","0007","(23-7)","전세","25.2000","202512","03","17,000","0","6","2012","선유로47길 19","202512~202712","갱신","-","17,000","0"
"73791","서울특별시 관악구 신림동","1425-1","1425","0001","우정오피스텔","월세","40.9500","202512","03","26,000","5","9","2021","신림로70길 10","202601~202801","신규","-","",""
"73792","서울특별시 영등포구 문래동5가","23-4","0023","0004","명지 페르마타","전세","25.9300","202512","03","11,500","0","12","2004","선유서로 15","202601~202801","신규","-","",""
"73793","서울특별시 영등포구 당산동4가","32-31","0032","0031","(32-31)","월세","24.5000","202512","03","3,000","34","3","2003","당산로38길 13-1","202512~202612","신규","-","",""
"73794","서울특별시 동작구 신대방동","686-48","0686","0048","동작 협성휴포레 시그니처","월세","25.0100","202512","03","1,000","75","4","2022","시흥대로 606","202512~202612","신규","-","",""
"73795","서울특별시 동작구 신대방동","719","0719","0000","동작상떼빌","월세","40.1700","202512","03","1,000","95","19","2006","신대방1가길 38","202601~202701","신규","-","",""
"73796","서울특별시 영등포구 양평동4가","235-1","0235","0001","리오파크1차","월세","36.1000","202512","03","27,000","20","2","2019","선유로55길 25","202601~202801","신규","-","",""
"73797","서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","월세","17.1400","202512","03","1,000","65","5","2019","연서로28길 8","202601~202701","신규","-","",""
"73798","서울특별시 서대문구 대현동","90-77","0090","0077","유씨유 이대","월세","17.6600","202512","03","1,000","100","16","2018","이화여대1길 33","202512~202612","신규","-","",""
"73799","서울특별시 성북구 정릉동","882-5","0882","0005","월드 오피스텔II","월세","24.3200","202512","03","1,000","53","6","2004","정릉로8길 63","202602~202702","신규","-","",""
"73800","서울특별시 성북구 동선동1가","124","0124","0000","더프라임","월세","28.7000","202512","03","3,700","102","4","2020","동소문로20가길 54","202602~202802","갱신","-","3,700","100"
"73801","서울특별시 은평구 대조동","186-25","0186","0025","연신내역마에스트로","월세","19.4500","202512","03","7,500","13","12","2013","통일로 827","202601~202801","갱신","-","10,500","0"
"73802","서울특별시 은평구 대조동","186-3","0186","0003","연신엘피스","전세","16.7100","202512","03","16,000","0","9","2019","통일로 829","202601~202801","신규","-","",""
"73803","서울특별시 서대문구 대현동","90-15","0090","0015","아리움Ⅰ","월세","17.3700","202512","03","1,000","95","9","2019","이화여대3길 29","202601~202701","신규","-","",""
"73804","서울특별시 서대문구 대현동","37-15","0037","0015","이대프리젠#3","월세","14.4600","202512","03","2,000","75","5","2018","이화여대5길 38","202512~202612","갱신","-","2,000","71"
"73805","서울특별시 서대문구 대현동","56-10","0056","0010","더가온 오피스텔","월세","20.1900","202512","03","1,000","90","8","2018","이화여대5길 14-3","202512~202612","신규","-","",""
"73806","서울특별시 도봉구 도봉동","63","0063","0000","힐스테이트 도봉역 웰가","월세","59.6200","202512","03","3,500","125","2","2023","도봉로180나길 19","202512~202612","신규","-","",""
"73807","서울특별시 동대문구 휘경동","317-11","0317","0011","리센스","월세","16.1900","202512","03","5,000","60","4","2021","망우로 29","202602~202702","신규","-","",""
"73808","서울특별시 동대문구 휘경동","336-7","0336","0007","회기역 에스메이트 오피스텔","월세","18.3400","202512","03","1,000","105","11","2022","이문로 8","202512~202612","신규","-","",""
"73809","서울특별시 동대문구 휘경동","319-39","0319","0039","오피스텔 창덕안","월세","43.0800","202512","03","1,000","125","10","2012","회기로 194-14","202512~202702","신규","-","",""
"73810","서울특별시 동대문구 휘경동","319-5","0319","0005","휘경동 코업레지던스","월세","13.8600","202512","03","500","45","7","2002","회기로28길 7","202512~202612","신규","-","",""
"73811","서울특별시 동대문구 장안동","372-3","0372","0003","SM타워 오피스텔","월세","21.6000","202512","03","500","60","5","2012","장한로 111-1","202512~202612","신규","-","",""
"73812","서울특별시 동대문구 장안동","364-6","0364","0006","위산일리온시티","월세","25.4900","202512","03","25,000","8","18","2022","장한로 78","202601~202801","신규","-","",""
"73813","서울특별시 동대문구 청량리동","235-6","0235","0006","힐스테이트 청량리역","월세","34.4000","202512","03","3,000","150","9","2023","왕산로 239","202512~202712","신규","-","",""
"73814","서울특별시 도봉구 창동","1-28","0001","0028","씨드큐브 창동","월세","59.3500","202512","03","20,000","71","20","2023","마들로13길 61","202601~202801","신규","-","",""
"73815","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","월세","41.5100","202512","03","3,000","125","10","2023","용마산로 670","202601~202801","신규","-","",""
"73816","서울특별시 동대문구 장안동","373-3","0373","0003","현대썬앤빌601","월세","21.0300","202512","03","500","65","13","2015","장한로 91","202601~202701","신규","-","",""
"73817","서울특별시 서대문구 합동","116","0116","0000","SK리쳄블","월세","34.2200","202512","03","21,000","9","16","2005","서소문로 45","202602~202702","갱신","사용","21,000","5"
"73818","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","월세","20.1400","202512","03","1,000","100","15","2023","이문로 70","202512~202612","신규","-","",""
"73819","서울특별시 노원구 중계동","143","0143","0000","우암에이스타워","월세","33.0600","202512","03","500","53","8","2003","덕릉로 699","202512~202612","신규","-","",""
"73820","서울특별시 동대문구 장안동","345-10","0345","0010","코지언 레지던스","월세","17.1300","202512","03","10,000","10","13","2013","장한로26가길 31","202512~202712","신규","-","",""
"73821","서울특별시 은평구 불광동","484-64","0484","0064","마하나임불광","전세","18.0100","202512","03","18,000","0","5","2021","통일로82길 6","202602~202802","신규","-","",""
"73822","서울특별시 동대문구 답십리동","498-5","0498","0005","메트로팰리스","월세","25.3300","202512","03","1,000","58","15","2005","천호대로 247","202512~202612","신규","-","",""
"73823","서울특별시 마포구 도화동","36","0036","0000","고려아카데미텔","전세","23.6200","202512","03","15,500","0","14","1988","마포대로 52","202512~202712","신규","-","",""
"73824","서울특별시 도봉구 방학동","719-2","0719","0002","북한산현대렉시온오피스텔","월세","26.4000","202512","03","500","60","15","2004","도봉로152길 16","202512~202612","신규","-","",""
"73825","서울특별시 동대문구 장안동","372-3","0372","0003","SM타워 오피스텔","월세","21.6000","202512","03","10,000","16","17","2012","장한로 111-1","202601~202801","신규","-","",""
"73826","서울특별시 마포구 공덕동","475","0475","0000","공덕푸르지오시티","월세","31.2800","202512","03","1,000","110","20","2013","마포대로 156","202601~202701","신규","-","",""
"73827","서울특별시 마포구 공덕동","475","0475","0000","공덕푸르지오시티","월세","32.0700","202512","03","1,000","105","19","2013","마포대로 156","202601~202701","갱신","-","1,000","100"
"73828","서울특별시 마포구 공덕동","1-13","0001","0013","에이크로아이트 마포","전세","34.8300","202512","03","43,000","0","3","2024","만리재로 125","202601~202801","신규","-","",""
"73829","서울특별시 마포구 공덕동","30-10","0030","0010","솔리스타","월세","18.7900","202512","03","1,000","78","5","2018","만리재로 113","202602~202702","갱신","-","1,000","74"
"73830","서울특별시 중랑구 망우동","508-2","0508","0002","효성 써너스빌 에코","월세","18.5000","202512","03","500","60","17","2016","망우로60길 37","202512~202612","신규","-","",""
"73831","서울특별시 중랑구 상봉동","128-73","0128","0073","스마트트라움","월세","39.1600","202512","03","5,000","125","3","2022","망우로36길 23","202512~202712","신규","-","",""
"73832","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","월세","23.8500","202512","03","12,500","15","4","2015","천호대로 257","202601~202801","신규","-","",""
"73833","서울특별시 동대문구 전농동","620-47","0620","0047","청량리역 롯데캐슬 Sky-L65","월세","31.3200","202512","03","1,000","140","39","2023","답십리로 27","202512~202612","신규","-","",""
"73834","서울특별시 동대문구 전농동","620-60","0620","0060","힐스테이트 청량리 더퍼스트","월세","84.9900","202512","03","5,000","260","4","2023","답십리로1길 10","202601~202801","신규","-","",""
"73835","서울특별시 동대문구 전농동","620-60","0620","0060","힐스테이트 청량리 더퍼스트","월세","84.9900","202512","03","3,000","290","32","2023","답십리로1길 10","202512~202612","신규","-","",""
"73836","서울특별시 도봉구 도봉동","62-43","0062","0043","도봉 투웨니퍼스트 2단지","월세","29.6600","202512","03","1,000","80","6","2017","도봉로180길 28","202512~202612","갱신","-","1,000","75"
"73837","서울특별시 은평구 진관동","100-1","0100","0001","은평헤스티아 2차","월세","26.2300","202512","03","500","63","5","2016","통일로 1022","202602~202702","신규","-","",""
"73838","서울특별시 은평구 진관동","73","0073","0000","웅신 미켈란의 아침","월세","19.0600","202512","03","10,000","16","4","2017","진관2로 15-8","202512~202712","갱신","사용","10,000","16"
"73839","서울특별시 동대문구 전농동","620-71","0620","0071","청량리더블유디세븐스","월세","43.4400","202512","03","2,000","150","2","2023","답십리로1길 7","202601~202801","신규","-","",""
"73840","서울특별시 성북구 동선동4가","295-1","0295","0001","동선동 한양수자인","월세","24.8800","202512","03","6,800","38","4","2008","동소문로27길 37","202601~202801","신규","-","",""
"73841","서울특별시 은평구 신사동","30-51","0030","0051","아줄리움","월세","28.8100","202512","03","3,000","120","7","2022","가좌로 310","202512~202712","신규","-","",""
"73842","서울특별시 마포구 아현동","737","0737","0000","마포 에스케이 허브 블루","월세","31.0900","202512","03","1,000","82","13","2006","마포대로 204","202512~202712","신규","-","",""
"73843","서울특별시 마포구 아현동","737","0737","0000","마포 에스케이 허브 블루","월세","32.4200","202512","03","1,000","79","5","2006","마포대로 204","202512~202612","갱신","-","1,000","75"
"73844","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","전세","46.6600","202512","03","26,250","0","9","2023","용마산로 670","202602~202802","갱신","사용","25,000","0"
"73845","서울특별시 마포구 아현동","437-3","0437","0003","고려아카데미텔","월세","19.6000","202512","03","1,000","60","9","1987","마포대로 196","202512~202612","신규","-","",""
"73846","서울특별시 서대문구 대현동","27-27","0027","0027","(27-27)","월세","16.6500","202512","03","1,000","130","9","2023","신촌역로 20","202601~202701","갱신","-","1,000","130"
"73847","서울특별시 서대문구 대현동","110-10","0110","0010","아리움II","월세","15.2200","202512","03","5,000","80","5","2021","신촌역로 19-6","202602~202702","갱신","-","5,000","79"
"73848","서울특별시 도봉구 도봉동","62-43","0062","0043","도봉 투웨니퍼스트 2단지","전세","29.6600","202512","03","16,400","0","14","2017","도봉로180길 28","202601~202801","갱신","사용","16,500","0"
"73849","서울특별시 서대문구 연희동","212-2","0212","0002","연희소프트빌","월세","16.2000","202512","03","1,000","70","6","2001","연희로 60","202512~202612","신규","-","",""
"73850","서울특별시 서대문구 북아현동","154-6","0154","0006","헤센 스마트 더 센트럴","월세","43.8000","202512","03","2,000","235","3","2023","신촌로33길 16","202601~202701","신규","-","",""
"73851","서울특별시 은평구 대조동","15-127","0015","0127","엠케이뷰오피스텔","전세","15.0300","202512","03","19,000","0","6","2020","진흥로 187","202601~202801","신규","-","",""
"73852","서울특별시 중구 황학동","1694","1694","0000","OR Plus Loft 오피스텔","월세","22.0900","202512","03","500","220","7","2019","난계로 207","202512~202612","신규","-","",""
"73853","서울특별시 중구 황학동","1153","1153","0000","청계아델리아 II","월세","44.1800","202512","03","25,000","37","13","2022","마장로 113","202602~202802","신규","-","",""
"73854","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","월세","18.3600","202512","03","1,000","120","9","2023","청파로 454","202512~202612","신규","-","",""
"73855","서울특별시 성동구 용답동","238-12","0238","0012","서희스타힐스리버파크","월세","20.2100","202512","03","11,250","25","3","2016","가람길 287","202602~202802","신규","-","",""
"73856","서울특별시 성동구 도선동","126","0126","0000","서울SR타워","월세","19.0800","202512","03","1,000","81","9","2021","왕십리로24가길 27","202602~202702","신규","-","",""
"73857","서울특별시 성동구 용답동","238-12","0238","0012","서희스타힐스리버파크","월세","21.9000","202512","03","12,300","15","11","2016","가람길 287","202602~202802","신규","-","",""
"73858","서울특별시 광진구 구의동","251-34","0251","0034","신도브래뉴오피스텔","월세","33.1500","202512","03","1,000","75","4","2003","자양로 138","202601~202701","신규","-","",""
"73859","서울특별시 광진구 구의동","236-25","0236","0025","솔렌시아2","전세","43.0400","202512","03","26,000","0","3","2015","자양로 172","202601~202801","신규","-","",""
"73860","서울특별시 종로구 신문로2가","171","0171","0000","디팰리스","월세","52.1100","202512","03","10,000","350","7","2020","새문안로2길 10","202601~202701","신규","-","",""
"73861","서울특별시 광진구 군자동","473-1","0473","0001","(473-1)","월세","18.1000","202512","03","5,000","70","5","2019","천호대로 530","202512~202612","신규","-","",""
"73862","서울특별시 종로구 관철동","155","0155","0000","종로1번가","월세","24.6400","202512","03","1,000","72","15","2005","청계천로 67","202601~202701","신규","-","",""
"73863","서울특별시 광진구 광장동","120","0120","0000","주성아우라 오피스텔","전세","29.3400","202512","03","13,000","0","2","2011","아차산로78길 33","202601~202801","신규","-","",""
"73864","서울특별시 종로구 숭인동","1388","1388","0000","동양파라빌","월세","27.0900","202512","03","1,000","68","12","2005","난계로 251","202602~202702","신규","-","",""
"73865","서울특별시 성동구 용답동","238-12","0238","0012","서희스타힐스리버파크","월세","20.2100","202512","03","11,900","25","3","2016","가람길 287","202602~202802","신규","-","",""
"73866","서울특별시 강남구 도곡동","467-29","0467","0029","타워팰리스","월세","158.2500","202512","03","20,000","770","12","2004","언주로30길 26","202602~202701","갱신","-","10,000","660"
"73867","서울특별시 용산구 한강로1가","50-1","0050","0001","용산파크자이","월세","37.2600","202512","03","14,400","60","2","2005","한강대로 205","202602~202802","신규","-","",""
"73868","서울특별시 중구 저동2가","7-2","0007","0002","제이매크로 타워","월세","22.6000","202512","03","3,000","80","5","2018","을지로12길 28","202602~202702","갱신","-","3,000","80"
"73869","서울특별시 중구 저동2가","7-2","0007","0002","제이매크로 타워","월세","24.8500","202512","03","1,000","100","11","2018","을지로12길 28","202512~202612","신규","-","",""
"73870","서울특별시 광진구 화양동","113-1","0113","0001","광진 코지웰","월세","19.5300","202512","03","14,400","11","13","2014","능동로19길 35","202601~202801","갱신","-","15,100","5"
"73871","서울특별시 중구 저동2가","7-2","0007","0002","제이매크로 타워","월세","22.6000","202512","03","1,000","100","13","2018","을지로12길 28","202512~202612","신규","-","",""
"73872","서울특별시 종로구 숭인동","1388","1388","0000","동양파라빌","월세","54.8100","202512","03","1,000","120","3","2005","난계로 251","202512~202612","신규","-","",""
"73873","서울특별시 광진구 화양동","113-1","0113","0001","광진 코지웰","월세","19.5300","202512","03","15,100","8","13","2014","능동로19길 35","202601~202801","갱신","-","15,100","5"
"73874","서울특별시 광진구 화양동","17-20","0017","0020","더리브오피스텔","월세","19.4300","202512","03","1,000","91","5","2011","광나루로16길 9-9","202512~202712","신규","-","",""
"73875","서울특별시 광진구 화양동","21-23","0021","0023","케이타워 오피스텔 A","월세","19.7800","202512","03","12,000","35","6","2013","광나루로14길 8","202602~202802","신규","-","",""
"73876","서울특별시 광진구 화양동","111-12","0111","0012","빌리브 인테라스","월세","16.8800","202512","03","2,000","89","14","2021","능동로 172","202601~202701","신규","-","",""
"73877","서울특별시 광진구 화양동","111-102","0111","0102","아스하임","월세","18.9400","202512","03","1,000","88","6","2018","광나루로 382","202602~202802","신규","-","",""
"73878","서울특별시 성동구 도선동","257","0257","0000","왕십리렉스프리미엄오피스텔","전세","18.6300","202512","03","21,600","0","17","2020","왕십리로 336","202512~202712","갱신","사용","23,000","0"
"73879","서울특별시 종로구 충신동","83","0083","0000","지오지안 대학로","월세","20.6300","202512","03","3,000","115","8","2023","율곡로14길 15-3","202601~202701","신규","-","",""
"73880","서울특별시 강남구 역삼동","735-17","0735","0017","역삼 푸르지오 시티","전세","31.9400","202512","03","30,000","0","7","2016","논현로85길 52","202512~202712","신규","-","",""
"73881","서울특별시 강남구 역삼동","735-17","0735","0017","역삼 푸르지오 시티","월세","31.9400","202512","03","28,800","10","7","2016","논현로85길 52","202512~202712","신규","-","",""
"73882","서울특별시 중구 쌍림동","106-14","0106","0014","남산 오렌지카운티","월세","18.4900","202512","03","1,000","95","3","2020","동호로 318","202512~202612","신규","-","",""
"73883","서울특별시 중구 쌍림동","106-14","0106","0014","남산 오렌지카운티","월세","18.4900","202512","03","1,000","100","9","2020","동호로 318","202601~202701","신규","-","",""
"73884","서울특별시 종로구 원남동","66-6","0066","0006","휴스턴오피스텔 창경궁 C","월세","21.9900","202512","03","5,000","74","2","2022","창경궁로20길 14","202512~202712","신규","-","",""
"73885","서울특별시 종로구 인의동","28-26","0028","0026","루비온오피스텔","월세","18.2000","202512","03","18,100","15","3","2021","종로31길 43","202601~202801","신규","-","",""
"73886","서울특별시 종로구 숭인동","1392-1","1392","0001","종로 아인스빌","월세","17.8800","202512","03","1,000","60","9","2013","난계로29가길 19","202602~202702","신규","-","",""
"73887","서울특별시 종로구 숭인동","1425","1425","0000","한라 운종가","전세","46.8100","202512","03","42,000","0","20","2022","종로66길 27","202601~202801","신규","-","",""
"73888","서울특별시 성동구 용답동","238-7","0238","0007","(238-7)","월세","21.7900","202512","03","200","29","12","2023","가람길 267","202512~202802","신규","-","",""
"73889","서울특별시 종로구 내수동","71","0071","0000","경희궁의 아침 2단지","월세","25.5100","202512","03","1,000","80","15","2004","사직로8길 24","202512~202612","신규","-","",""
"73890","서울특별시 종로구 효제동","167","0167","0000","센트럴시티대학로","월세","17.2800","202512","03","2,500","80","8","2020","종로39길 45","202601~202701","신규","-","",""
"73891","서울특별시 성동구 용답동","229-1","0229","0001","동우리즈힐스","월세","16.6700","202512","03","2,000","80","6","2022","천호대로 380-7","202601~202801","신규","-","",""
"73892","서울특별시 동대문구 용두동","255-49","0255","0049","청계 한양아이클래스","전세","18.3500","202512","03","15,500","0","8","2019","청계천로 461","202602~202802","신규","-","",""
"73893","서울특별시 성동구 도선동","256-5","0256","0005","성동 트레비스타 오피스텔","전세","18.3900","202512","03","25,000","0","15","2022","왕십리로 332","202602~202802","신규","-","",""
"73894","서울특별시 동대문구 용두동","255-71","0255","0071","청계 다우아트리체","월세","16.9900","202512","03","16,800","10","8","2019","청계천로 505","202601~202801","신규","-","",""
"73895","서울특별시 성동구 용답동","229-1","0229","0001","동우리즈힐스","전세","16.6700","202512","03","18,500","0","9","2022","천호대로 380-7","202601~202801","신규","-","",""
"73896","서울특별시 용산구 서계동","219-17","0219","0017","서울역풍림아이원플러스","전세","25.3800","202512","03","22,000","0","2","2004","만리재로 202","202512~202606","갱신","-","22,000","0"
"73897","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.9300","202512","03","25,000","0","4","2023","청파로 454","202512~202712","신규","-","",""
"73898","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","월세","25.7000","202512","03","1,000","80","5","2014","자곡로 180","202512~202612","신규","-","",""
"73899","서울특별시 종로구 연지동","231","0231","0000","대보 마로니에시티","월세","19.6900","202512","03","3,936","16","4","2021","종로31가길 25-5","202601~202712","갱신","-","66","36"
"73900","서울특별시 동대문구 신설동","72-8","0072","0008","스테이 하이 오피스텔","월세","27.5600","202512","03","24,000","10","3","2020","한빛로 20","202601~202801","신규","-","",""
"73901","서울특별시 동대문구 신설동","98-36","0098","0036","우리빌","월세","29.3500","202512","03","1,000","87","4","2021","하정로3길 8-6","202602~202702","신규","-","",""
"73902","서울특별시 동대문구 신설동","98-36","0098","0036","우리빌","월세","29.3500","202512","03","1,000","85","5","2021","하정로3길 8-6","202602~202702","신규","-","",""
"73903","서울특별시 성동구 도선동","285-1","0285","0001","위너스 오피스텔","월세","18.4800","202512","03","5,000","77","7","2021","왕십리로 340","202512~202612","신규","-","",""
"73904","서울특별시 강남구 자곡동","662","0662","0000","강남 지웰홈스","월세","29.4900","202512","03","20,000","5","8","2014","자곡로 204-5","202512~202712","갱신","사용","20,000","0"
"73905","서울특별시 종로구 부암동","129-8","0129","0008","타임730오피스텔","월세","46.0300","202512","03","1,500","80","4","2002","자하문로 266","202601~202701","신규","-","",""
"73906","서울특별시 강남구 자곡동","596","0596","0000","강남 더샵라르고","월세","23.2800","202512","03","1,000","75","7","2014","자곡로 201","202601~202701","갱신","-","1,000","75"
"73907","서울특별시 광진구 자양동","767-4","0767","0004","자양오피스텔","전세","30.2400","202512","03","10,000","0","6","1999","자양로 135","202601~202801","신규","-","",""
"73908","서울특별시 성동구 성수동1가","72-114","0072","0114","한스포레","월세","19.7500","202512","03","1,000","146","9","2019","뚝섬로 341","202512~202603","신규","-","",""
"73909","서울특별시 광진구 자양동","608-21","0608","0021","제이원하이텔","월세","23.9400","202512","03","2,000","60","7","2004","자양번영로 34","202512~202612","신규","-","",""
"73910","서울특별시 중구 황학동","19","0019","0000","주건축물제1동","월세","20.7800","202512","03","1,000","73","5","2017","마장로9길 49-15","202601~202801","신규","-","",""
"73911","서울특별시 송파구 문정동","652-2","0652","0002","문정 오벨리스크","월세","21.1400","202512","03","1,000","88","15","2018","송파대로 145","202601~202701","신규","-","",""
"73912","서울특별시 송파구 문정동","618","0618","0000","파크하비오","전세","24.5800","202512","03","18,800","0","17","","송파대로 111","202512~202712","신규","-","",""
"73913","서울특별시 송파구 방이동","43-2","0043","0002","잠실 트리움","전세","16.0000","202512","03","15,840","0","9","2019","오금로11길 43","202512~202712","신규","-","",""
"73914","서울특별시 송파구 방이동","50","0050","0000","잠실엘퍼스트오피스텔","전세","18.0700","202512","03","19,700","0","17","2019","백제고분로51길 7","202601~202801","신규","-","",""
"73915","서울특별시 송파구 문정동","618","0618","0000","파크하비오","전세","28.8200","202512","03","21,500","0","10","","송파대로 111","202512~202712","신규","-","",""
"73916","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","29.9900","202512","03","20,700","9","4","2013","충민로 5","202512~202712","신규","-","",""
"73917","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","29.9900","202512","03","1,000","105","6","2013","충민로 5","202512~202612","갱신","-","1,000","105"
"73918","서울특별시 송파구 방이동","49-11","0049","0011","한 스위트 올림픽파크","월세","15.9800","202512","03","1,000","79","14","2020","백제고분로51길 9","202512~202612","갱신","-","1,000","76"
"73919","서울특별시 강동구 천호동","166-100","0166","0100","1동(166-100)","월세","32.7600","202512","03","9,000","21","4","2003","진황도로27길 6","202512~202612","갱신","-","9,000","19"
"73920","서울특별시 강동구 천호동","167-153","0167","0153","다성 이즈빌","월세","28.8000","202512","03","1,000","90","3","2017","성안로27길 51-14","202512~202712","신규","-","",""
"73921","서울특별시 강동구 천호동","169-12","0169","0012","성우스타팰리스","전세","32.0000","202512","03","21,890","0","5","2019","성안로25길 21","202512~202712","신규","-","",""
"73922","서울특별시 강동구 천호동","425-3","0425","0003","천호역 한강 푸르지오시티","월세","26.6100","202512","03","1,000","80","10","2015","구천면로 192","202601~202801","신규","-","",""
"73923","서울특별시 강동구 천호동","425-3","0425","0003","천호역 한강 푸르지오시티","월세","27.4400","202512","03","17,500","20","8","2015","구천면로 192","202601~202801","신규","-","",""
"73924","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","29.9900","202512","03","20,200","11","4","2013","충민로 5","202512~202712","신규","-","",""
"73925","서울특별시 송파구 문정동","652-5","0652","0005","문정 아이파크","월세","25.7700","202512","03","20,400","14","5","2017","법원로4길 6","202601~202801","신규","-","",""
"73926","서울특별시 강동구 천호동","163-15","0163","0015","S.I 팰리스","월세","27.9200","202512","03","20,900","25","6","2020","진황도로33길 11","202512~202712","신규","-","",""
"73927","서울특별시 송파구 문정동","620","0620","0000","송파푸르지오시티","전세","30.0000","202512","03","23,250","0","10","2013","새말로 62","202512~202712","갱신","-","22,900","0"
"73928","서울특별시 송파구 문정동","620","0620","0000","송파푸르지오시티","월세","30.0000","202512","03","10,000","85","11","2013","새말로 62","202512~202612","신규","-","",""
"73929","서울특별시 송파구 문정동","56","0056","0000","문정동 헤브론 복합빌딩","월세","14.4900","202512","03","1,000","60","7","2004","송파대로20길 4","202512~202712","신규","-","",""
"73930","서울특별시 송파구 거여동","605","0605","0000","휴먼빌 시티","월세","23.1400","202512","03","1,000","85","8","2020","위례송파로3길 12","202601~202701","신규","-","",""
"73931","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","월세","21.3100","202512","03","2,000","73","19","2021","고덕로 266","202512~202612","갱신","-","2,000","73"
"73932","서울특별시 강동구 길동","413-37","0413","0037","아스테르 오피스텔","전세","15.9800","202512","03","12,600","0","8","2018","진황도로43길 13-16","202512~202712","신규","-","",""
"73933","서울특별시 강동구 길동","385-10","0385","0010","영무 엘리아트 오피스텔","월세","25.6200","202512","03","1,000","100","10","2022","양재대로111길 52","202512~202612","신규","-","",""
"73934","서울특별시 송파구 문정동","652","0652","0000","송파법조타운푸르지오시티","월세","22.6500","202512","03","1,000","95","7","2018","법원로4길 5","202512~202612","신규","-","",""
"73935","서울특별시 송파구 문정동","639-5","0639","0005","힐스테이트에코송파","월세","21.0600","202512","03","1,000","90","8","2017","정의로7길 13","202602~202702","갱신","-","1,000","90"
"73936","서울특별시 송파구 방이동","42","0042","0000","잠실역 웰리지 더테라스","월세","24.1200","202512","03","2,000","119","19","2023","올림픽로34길 5-14","202601~202701","신규","-","",""
"73937","서울특별시 송파구 문정동","652-2","0652","0002","문정 오벨리스크","전세","24.0300","202512","03","17,190","0","12","2018","송파대로 145","202601~202801","신규","-","",""
"73938","서울특별시 송파구 문정동","618","0618","0000","파크하비오","전세","48.9600","202512","03","42,000","0","12","","송파대로 111","202601~202801","신규","-","",""
"73939","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","26.5300","202512","03","15,000","55","9","","송파대로 111","202512~202712","신규","-","",""
"73940","서울특별시 강서구 화곡동","981-10","0981","0010","포엠빌 화곡1차","전세","28.3800","202512","03","23,690","0","6","2023","화곡로 286-4","202601~202801","신규","-","",""
"73941","서울특별시 강서구 화곡동","998-5","0998","0005","강서크라운팰리스","월세","29.6300","202512","03","20,000","8","10","2019","화곡로 305","202512~202712","갱신","-","20,000","4"
"73942","서울특별시 강서구 화곡동","1063-8","1063","0008","서안EZtel","월세","29.1600","202512","03","500","60","4","2001","화곡로 185","202512~202712","신규","-","",""
"73943","서울특별시 양천구 목동","791-21","0791","0021","목동오피스텔","월세","22.7200","202512","03","1,000","70","6","2004","목동중앙서로3길 15","202512~202712","신규","-","",""
