사업장명,소재지도로명주소,소재지지번주소,위도,경도,폐기물분류명,폐기물세부종류명,처리방법내용,전화번호,배출량,신고기준연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
(주)범서,대구광역시 달서구 성서4차첨단로 384 (대천동),,35.8185877,128.5077371,지정폐기물,,,,29166.6666,2001,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)둔차오토모티브,대구광역시 달서구 성서공단북로18길 15 (호산동),,35.84303898,128.4826339,지정폐기물,,,,21250,2015,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)동호씨앤엠,대구광역시 달서구 성서공단남로22길 15 (월암동),,35.82876337,128.5038027,지정폐기물,,,,416.666666,2018,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)동광티앤에프,대구광역시 달서구 성서공단남로23길 10 (월암동),,35.8313753,128.5052039875,지정폐기물,,,,383.333333,2023,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)덕산,대구광역시 달서구 성서로5길 70 (대천동),,35.82552543,128.5028763,지정폐기물,,,,200,2014,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)대정인텍,대구광역시 달서구 성서공단남로 84 (월암동),,35.83006194,128.5016048,지정폐기물,,,,850,2008,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)대정밸브,대구광역시 달서구 호산동로 79 (호산동),,35.84234201,128.4851721,지정폐기물,,,,333.333333,2016,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)대원초경합금,대구광역시 달서구 호산로2길 54 (호산동),,35.8405473,128.4841423,지정폐기물,,,,833.333333,2012,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)대성엔지니어링,대구광역시 달서구 성서공단남로6길 14 (대천동),,35.82925742,128.4931697,지정폐기물,,,,2500,2016,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)뉴대한,대구광역시 달서구 성서공단로50길 41 (월암동),,35.83186995,128.5107171,지정폐기물,,,,416.666666,2022,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)금호정공,대구광역시 달서구 성서공단로22길 34 (월암동),,35.83198978,128.4941891,지정폐기물,,,,8500,2001,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)금경,대구광역시 달서구 성서공단남로19길 11 (월암동),,35.83156585,128.5018119,지정폐기물,,,,2000,2014,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)글로벌앰테크,대구광역시 달서구 성서공단남로23길 15 (월암동),,35.83179567,128.5034423,지정폐기물,,,,500,2016,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
(주)경원정공,대구광역시 달서구 달서대로95길 102 (호산동),,35.84240052,128.4802232,지정폐기물,,,,416.666666,2024,대구광역시 달서구청,053-667-2742,2025-12-10,3470000,대구광역시 달서구
원프릭션(주),대구광역시 달서구 달구벌대로250길 42 (갈산동),,35.8479789,128.5034468,사업장폐기물,,,,5833.33333,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
우림요양원,대구광역시 달서구 성지로14안길 48 (용산동),,35.85777446,128.5221652,사업장폐기물,,,,9000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)정진누리마루,대구광역시 달서구 성서공단로 332-17 (월성동),,35.83458164,128.5195064513,사업장폐기물,,,,5000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
다존텍(주),대구광역시 달서구 달서대로 499 (호산동),,35.84314971,128.4911061,사업장폐기물,,,,35000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
입체코퍼레이션(주),대구광역시 달서구 성서공단로 281 (장동),,35.83634669,128.5133426,사업장폐기물,,,,833.333333,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
SK브로드밴드(주)_대구진천,대구광역시 달서구 상화로19길 6-17 (진천동),,35.80857268,128.5246223,사업장폐기물,,,,2916.66666,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
연우테크,대구광역시 달서구 성서공단북로69길 53 (갈산동),,35.84796291,128.5107331,사업장폐기물,,,,33333.3333,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)유즈폴리켐,대구광역시 달서구 성서서로25안길 27 (갈산동),,35.83897874,128.4973321015,사업장폐기물,,,,3000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
폴리켐코리아,대구광역시 달서구 성서공단북로43길 21-6 (신당동),,35.84708393,128.495064,사업장폐기물,,,,3000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)에스에스테크,대구광역시 달서구 성서공단남로10길 47 (대천동),,35.8262867,128.4980701,사업장폐기물,,,,29000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
미니라이트엠엠티 유한회사,대구광역시 달서구 달서대로95길 91 (호산동),,35.84174169,128.481411,사업장폐기물,,,,5000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
샤부마스터 상인점,"대구광역시 달서구 월배로 188, A동 1층 (상인동)",,35.81744207,128.5343444,사업장폐기물,,,,9083.33333,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)삼우농기,대구광역시 달서구 성서공단북로 23 (파호동),,35.8449606645,128.4753521006,사업장폐기물,,,,2500,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)비앤에프,대구광역시 달서구 호산동로 13 (호림동),,35.8364169,128.4853867,사업장폐기물,,,,20000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)대경아스콘,대구광역시 달서구 성서동로 289 (장기동),,35.84652217,128.5148009,사업장폐기물,,,,10000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)효림엑스이,대구광역시 달서구 성서4차첨단로 89 (대천동),,35.82357224,128.5111042163,사업장폐기물,,,,83.3333333,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)한영프론텍,대구광역시 달서구 성서공단로54길 48 (월암동),,35.8316729,128.5116336,사업장폐기물,,,,3666.66666,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
체리쉬호텔,대구광역시 달서구 감삼남길 10 (감삼동),,35.84705517,128.5378959,사업장폐기물,,,,9000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
달산테크,대구광역시 달서구 성서로5길 4 (대천동),,35.82050228,128.5041193,사업장폐기물,,,,10000,2025,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
휴먼플러스,대구광역시 달서구 성서공단남로23길 21 (월암동),,35.83236393,128.5044902,사업장폐기물,,,,66.6666666,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
비케이 (BK)무역,대구광역시 달서구 성서로52길 16 (장동),,35.83962695,128.5092322,사업장폐기물,,,,506000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)이안테크,"대구광역시 달서구 성서로 77, 가동 (대천동)",,35.82423821,128.506945,사업장폐기물,,,,8000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
티에이케이스펀테크(주),대구광역시 달서구 월곡로100길 25 (월성동),,35.8365244,128.524284,사업장폐기물,,,,5000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
한국환경공단 대구경북환경본부,대구광역시 달서구 성서공단로 40 (대천동),,35.83282256,128.4872244,사업장폐기물,,,,1833.33333,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
선진요양병원,대구광역시 달서구 월배로 446 (송현동),,35.83316399,128.5542336,사업장폐기물,,,,19400,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)에이스유리철강,대구광역시 달서구 성서서로47길 46 (신당동),,35.84613102,128.494731,사업장폐기물,,,,5000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
다한다채널,대구광역시 달서구 달서대로91길 92 (호산동),,35.83997541,128.4813117,사업장폐기물,,,,8333.33333,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
한울상사,대구광역시 달서구 달서대로91길 102 (호산동),,35.83988628,128.4800816,사업장폐기물,,,,12500,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
아뜨레,대구광역시 달서구 성서로9길 21 (대천동),,35.82327681,128.5043978,사업장폐기물,,,,12500,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 남대구전문장례식장,대구광역시 달서구 성서공단로 315 (장동),,35.8368957747,128.5175914,사업장폐기물,,,,60000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 피엔티 엠에스,대구광역시 달서구 성서공단로25길 16 (갈산동),,35.83721156,128.4972548,사업장폐기물,,,,1666.66666,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)범서,대구광역시 달서구 성서4차첨단로 384 (대천동),,35.8185877,128.5077371,사업장폐기물,,,,2500,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 스윗플로우,대구광역시 달서구 성서로 413 (이곡동),,35.85444305,128.506704236,사업장폐기물,,,,30000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)오에이치,대구광역시 달서구 달서대로 467 (호산동),,35.8410545241,128.4911818913,사업장폐기물,,,,9083.33333,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)태산철강,대구광역시 달서구 성서공단남로6길 24 (대천동),,35.82823943,128.4941644,사업장폐기물,,,,2500,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)명종스틸,대구광역시 달서구 성서공단로21길 49 (갈산동),,35.83974757,128.4936769,사업장폐기물,,,,2500,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구반도체마이스터고등학교,대구광역시 달서구 용산로 113 (장기동),,35.84792759,128.5297571,사업장폐기물,,,,9083.33333,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
영광알텍,"대구광역시 달서구 성서공단북로69길 32, 8호 (갈산동)",,35.846418,128.5121862,사업장폐기물,,,,10000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
씨아이에스(주) 제3공장,대구광역시 달서구 달서대로 529 (호산동),,35.8463627912,128.4901169814,사업장폐기물,,,,10000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)케이에프씨코리아 (상인네거리점),대구광역시 달서구 월배로 227 (상인동),,35.81949308,128.5380129,사업장폐기물,,,,9000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)케이에프씨코리아 (용산동점),대구광역시 달서구 달구벌대로 1393 (용산동),,35.850803743,128.5202041,사업장폐기물,,,,9000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)연두,대구광역시 달서구 상화북로 26 (진천동),,35.81017794,128.529845,사업장폐기물,,,,12250,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
수메디컬빌딩관리소,대구광역시 달서구 조암로 5 (월성동),,35.8253870176,128.529275629,사업장폐기물,,,,9000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)신흥고무,"대구광역시 달서구 성서동로 20, E동 (대천동)",,35.82443386,128.5094162,사업장폐기물,,,,5000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)욱일기업,대구광역시 달서구 성서공단남로10길 50-7 (대천동),,35.82568811,128.4963246,사업장폐기물,,,,10000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
이안테크,대구광역시 달서구 달서대로 480-7 (갈산동),,35.84216094,128.4929319,사업장폐기물,,,,15000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
성원산업사,대구광역시 달서구 달서대로88길 35 (갈산동),,35.83815101,128.4959489,사업장폐기물,,,,10000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대성브이디산업(주),대구광역시 달서구 성서공단북로69길 32-13 (장동),,35.84542321,128.5125501,사업장폐기물,,,,10000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
디 TOP 호텔,대구광역시 달서구 이곡동로 7 (이곡동),,35.85438349,128.5084225,사업장폐기물,,,,9200,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
고려전선(주),대구광역시 달서구 호산동로 126 (호산동),,35.84653631,128.4871286,사업장폐기물,,,,22650,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
동래산업(주),대구광역시 달서구 성서공단북로3길 25-11 (파호동),,35.8465003713,128.4733748,사업장폐기물,,,,5000,2024,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)에스제이이노테크,대구광역시 달서구 호산동로 137 (호산동),,35.84766077,128.4852379,사업장폐기물,,,,500,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)한성피앤아이,대구광역시 달서구 성서공단로 108 (월암동),,35.83471364,128.494057,사업장폐기물,,,,50000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)동양엘앤피,대구광역시 달서구 문화회관11길 16 (장동),,35.83783748,128.5257182,사업장폐기물,,,,50000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구광역시교육연수원,대구광역시 달서구 당산로 121 (감삼동),,35.8482014649,128.5448317,사업장폐기물,,,,9000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)삼화테크,대구광역시 달서구 성서공단남로 132(월암동),,35.82962265,128.5067031,사업장폐기물,,,,6666.66666,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
모아커팅테크날리지,대구광역시 달서구 성서공단로 236(월암동),,35.83415962,128.5086094,사업장폐기물,,,,100000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
죽전역골든타워관리단,대구광역시 달서구 달구벌대로 1551 (죽전동),,35.8504673833,128.5365155689,사업장폐기물,,,,9083.33333,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)동진침장,대구광역시 달서구 성서동로 118 (월암동),,35.8308308,128.5163392,사업장폐기물,,,,9000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
삼보모터스 (주),대구광역시 달서구 성서동로 142 (월암동),,35.83365807,128.5167739,사업장폐기물,,,,22500,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
경인정밀 (주),대구광역시 달서구 성서서로 26 (대천동),,35.82730426,128.5003856,사업장폐기물,,,,15000,2023,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
흥일알티,"대구광역시 달서구 성서공단북로 377, 에이동호 (장동)",,35.84310394,128.5138826,사업장폐기물,,,,10000,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
재단법인 대구문화예술진흥원,대구광역시 달서구 공원순환로 201 (성당동),,35.84475137,128.5581018385,사업장폐기물,,,,12083.3333,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구공공시설관리공단 두류수영장,대구광역시 달서구 공원순환로 237 (성당동),,35.84692948,128.561627113,사업장폐기물,,,,10250,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)일진,대구광역시 달서구 성서로5길 85 (대천동),,35.8273539,128.5020025,사업장폐기물,,,,2500,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구성서공단영남표면처리사업협동조합,대구광역시 달서구 성서로64길 26 (갈산동),,35.84494901,128.5099751,사업장폐기물,,,,44166.6666,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
케이에이치테크,대구광역시 달서구 성서공단북로77길 28 (장동),,35.84542979,128.5149752,사업장폐기물,,,,8333.33333,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
홍진산업,대구광역시 달서구 성서로5길 26 (대천동),,35.82164096,128.5027167,사업장폐기물,,,,15000,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)희성피브이씨,대구광역시 달서구 성서공단북로 61 (호산동),,35.84547829,128.4798071,사업장폐기물,,,,17500,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
원 랩 프린테크,대구광역시 달서구 문화회관11길 41 (장동),,35.840316,128.5268684,사업장폐기물,,,,9000,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구서부하수슬러지건조연료화시설,대구광역시 달서구 달서대로 210 (대천동),,35.82059151,128.4966483,사업장폐기물,,,,1540000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)대영알앤티,대구광역시 달서구 성서공단북로77길 29 (장동),,35.84581421,128.5143036563,사업장폐기물,,,,2000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
상인요양병원,대구광역시 달서구 월배로 247 (상인동),,35.82003209,128.5403225,사업장폐기물,,,,36000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
태경산업 (주)이곡지점,대구광역시 달서구 성서로71길 58 (이곡동),,35.85014483,128.5010268,사업장폐기물,,,,6666.66666,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
신화금속열처리 성서공장,대구광역시 달서구 달서대로58안길 25 (대천동),,35.8272831,128.5007617,사업장폐기물,,,,3333.33333,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)보림엘텍,대구광역시 달서구 성서공단로 72-15 (대천동),,35.83353381,128.4906322,사업장폐기물,,,,6000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)위드텍,대구광역시 달서구 성서공단로 72-11(대천동),,35.83383629,128.4911231,사업장폐기물,,,,3333.33333,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
미래써모텍,대구광역시 달서구 성서로36안길 21-10 (월성동),,35.83356485,128.5192638,사업장폐기물,,,,5000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
롯데리아대구성당D/T점,대구광역시 달서구 구마로 209 (성당동),,35.83751381,128.5506595,사업장폐기물,,,,9083.33333,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)올곧은 성당휴게소,대구광역시 달서구 공원순환로 216 (성당동),,35.84453101,128.5615929464,사업장폐기물,,,,9250,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
한국노총 대구지역본부,대구광역시 달서구 성서공단북로 132 (호산동),,35.84412835,128.4872205,사업장폐기물,,,,3000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)홍성,대구광역시 달서구 성서서로 10 (대천동),,35.82570891,128.5003324,사업장폐기물,,,,12700,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
창한방병원,대구광역시 달서구 달구벌대로 1616 (감삼동),,35.85214568,128.5434882,사업장폐기물,,,,10500,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대영산업,대구광역시 달서구 월배로14길 49 (진천동),,35.81116338,128.5221319,사업장폐기물,,,,60000,2021,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
도양산업,대구광역시 달서구 성서공단로 194-18 (월암동),,35.8337333,128.5035331,사업장폐기물,,,,20000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
생림비철금속,대구광역시 달서구 장기로 380 외 2필지 (장기동),,35.84090774,128.5198449,사업장폐기물,,,,55000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
코어텍 (주),대구광역시 달서구 달서대로 552 (신당동),,35.84757134,128.4939074,사업장폐기물,,,,8333.33333,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
신홍도요양병원,대구광역시 달서구 용산로 141 (용산동),,35.85012433,128.5301177,사업장폐기물,,,,3000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
세림실업 (주),대구광역시 달서구 달구벌대로240길 26 (신당동),,35.84932056,128.4971517,사업장폐기물,,,,40000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)유신하이테크,대구광역시 달서구 성서로5길 32 (대천동),,35.82221056,128.5025246,사업장폐기물,,,,20000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
신안통상,대구광역시 달서구 성서서로 42-12 (월암동),,35.82840792,128.5010194,사업장폐기물,,,,5833.33333,2022,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
마디탄탄병원,대구광역시 달서구 월배로 215 (상인동),,35.81905371,128.5366899,사업장폐기물,,,,10500,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
성산중학교,대구광역시 달서구 선원남로 174 (용산동),,35.85674064,128.5186301,사업장폐기물,,,,9400,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
원화중학교,대구광역시 달서구 당산로24길 71 (성당동),,35.84655333,128.5479329,사업장폐기물,,,,9000,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
에스엘주식회사 전자공장,대구광역시 달서구 성서4차첨단로 10 (대천동),,35.81692393,128.5061664,사업장폐기물,,,,10250,2020,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
몰드테크,대구광역시 달서구 성서공단로 334 (월성동),,35.83608776,128.519440,사업장폐기물,,,,1500,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)대창코리아,대구광역시 달서구 성서공단북로65길 8 (갈산동),,35.84444958,128.5093265,사업장폐기물,,,,8333.33333,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)에이치엠테크,대구광역시 달서구 성서공단로39길 71-3 (갈산동),,35.84144008,128.5026558,사업장폐기물,,,,3000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 남일유엔티,대구광역시 달서구 성서공단남로6길 14(대천동),,35.82925742,128.4931697,사업장폐기물,,,,30000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
지산실업,대구광역시 달서구 달구벌대로 1690 (두류동),,35.85493032,128.5508671,사업장폐기물,,,,9200,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
비스타2 상가관리단,대구광역시 달서구 조암남로32길 20-8 (대천동),,35.81850977,128.5169902,사업장폐기물,,,,9000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 제이비엔텍,대구광역시 달서구 성서공단북로77길 46 (장기동),,35.84717001,128.5149531,사업장폐기물,,,,8000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
성산고등학교,대구광역시 달서구 새방로7길 33 (용산동),,35.86223726,128.5200406,사업장폐기물,,,,14000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
더나은병원,대구광역시 달서구 달구벌대로 1576 (감삼동),,35.85052134,128.5395025,사업장폐기물,,,,9200,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
주식회사 베스툴,대구광역시 달서구 성서로 105 (대천동),,35.82668763,128.5062121,사업장폐기물,,,,6700,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
계명대학교동산의료원,대구광역시 달서구 달구벌대로 1035(신당동),,35.8538856446,128.4801888,사업장폐기물,,,,115666.666,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)바로창안필마트,대구광역시 달서구 달구벌대로 1360 (장기동),,35.85006228,128.5162302,사업장폐기물,,,,14000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)번영에프씨,대구광역시 달서구 성서공단로55길 10 (장동),,35.83708081,128.5128869,사업장폐기물,,,,15000,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
에스제이에프(주),대구광역시 달서구 달서대로109길 93 (호산동),,35.84792452,128.4816533,사업장폐기물,,,,3333.33333,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
에스제이에프(주)2공장,대구광역시 달서구 성서공단북로 79(호산동),,35.84568359,128.4822679,사업장폐기물,,,,13333.3333,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)신화금속열처리,대구광역시 달서구 성서로9길 80 (월암동),,35.8284796,128.5053933,사업장폐기물,,,,30916.6666,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
(주)엠엠티에스엠,대구광역시 달서구 성서공단남로10길 12(대천동),,35.82920472,128.4969101251,사업장폐기물,,,,165833.333,2019,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대경스틸,대구광역시 달서구 문화회관7길 45 (장동),,35.83935576,128.522117,사업장폐기물,,,,5833.33333,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
골든뷰 메디타워 관리단,대구광역시 달서구 달구벌대로 1545 (죽전동),,35.8503705,128.5360897,사업장폐기물,,,,14000,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
동광정밀(주),대구광역시 달서구 성서공단로54길 24 (월암동),,35.833832,128.5111185,사업장폐기물,,,,10000,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
비스타상가관리단,대구광역시 달서구 조암남로32길 20-4 (대천동),,35.81816091,128.5166648,사업장폐기물,,,,13000,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
롯데컬처웍스 (주),대구광역시 달서구 월곡로 247 (상인동),,35.81644393,128.5392683,사업장폐기물,,,,9658.33333,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
현윤철강,대구광역시 달서구 성서서로 66 (월암동),,35.8308127398,128.5003186,사업장폐기물,,,,5000,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
대구행복요양병원,대구광역시 달서구 월배로 120 (진천동),,35.8145024757,128.5274065628,사업장폐기물,,,,21200,2018,대구광역시 달서구청,053-667-2745,2025-12-10,3470000,대구광역시 달서구
